Title,Movie ID,Release Date,Rating,Genre,Synopsis,Language,Movie Link,TV Rating,Appropriateness
Hallway to Nowhere,1455839,2025-03-20,0,"Drama, Thriller","Franka turned twenty and moves out from her parents’ home due to feuds with her domineering fa-ther. She goes to the apartment inherited from her grandmother, where she runs into illegal occupant and law student Ante. Instead of throwing him out, Franka lets Ante stay for a few days. What starts as a romance, soon turns to a nightmare that, coupled with a newly struck friendship with a troubled co-worker Stela not only tests Franka’s character, but also helps her to realise what she wants out of life.",hr,https://www.themoviedb.org/movie/1455839,N/A,Everyone
"A Short Film by Jim Jarmusch, Starring Beatrice Domond",1451546,2025-03-20,6,Documentary,"The Skateroom is proud to feature Jim Jarmusch's captivating works in our first skate art collection with the iconic filmmaker.  A nod to Jarmusch’s collage-making practice, the photographs have been featured on skate decks in seemingly random sets of threes. Whether their placement seems contrasting or connected is up to the eye of the viewer. The artist himself refers to the process as more dreamlike than logical, with the dark background of each board adding to the mysterious effect.",en,https://www.themoviedb.org/movie/1451546,N/A,Everyone
Close to Home,1441746,2025-03-20,0,Documentary,"A simple and beautiful portrait of a filmmaker and his Indian father, shot in one long take on a bench in Punjab.",da,https://www.themoviedb.org/movie/1441746,N/A,Everyone
Please Carry On,1436704,2025-03-20,7,,"The neighbours next-door have loud and hot sex. Catherine, an introverted data analyst who lives alone, is deeply involved.",en,https://www.themoviedb.org/movie/1436704,N/A,Mature
San Cornelio,1289829,2025-03-20,0,"Drama, Comedy","On the day of Cornelio's funeral, Carmela is very sad.",es,https://www.themoviedb.org/movie/1289829,N/A,Everyone
A Última Fatia,1448203,2025-03-20,0,"Drama, Crime",,pt,https://www.themoviedb.org/movie/1448203,N/A,Everyone
Aqu& No Más,1432480,2025-03-20,6.2,Drama,,es,https://www.themoviedb.org/movie/1432480,N/A,Everyone
Memory Wars,1442278,2025-03-20,5.8,Documentary,Can we trust our own memories? An American psychologist with expertise in the brain's ability to make up its own truths takes us into her fascinating field of research.,en,https://www.themoviedb.org/movie/1442278,N/A,Everyone
"Wait, Wait, Now!",1436621,2025-03-20,7,,"When best friends Alex and Sam are left at home for the night, they do what all teenage boys do: raid mum’s wardrobe, play dress ups, and create a fantasy world where they feel safe and accepted. Well, maybe that's just what some boys do.  But little do they know, the parents are on to them. Is there a safe bubble about to burst?",en,https://www.themoviedb.org/movie/1436621,N/A,Everyone
Jak se nám to mohlo stát!?,1452368,2025-03-20,0,Comedy,,cs,https://www.themoviedb.org/movie/1452368,N/A,Everyone
Little Goodbyes,1429704,2025-03-20,0,,"A cold December night. After a series of peculiar encounters, two little girls cling to the last remaining glimpses of Christmas magic.",fr,https://www.themoviedb.org/movie/1429704,N/A,Everyone
Untitled #2,1451605,2025-03-20,0,,Failed 2x8 film experiment. Supposed to be projected at low speed as a unslit 16mm. But the result was unsatisfying. So let it be a flicker film.,xx,https://www.themoviedb.org/movie/1451605,N/A,Everyone
Is It A Plaisir,1451357,2025-03-20,8,"Drama, Thriller, Mystery","'Is it a plaisir' is an experimental short film that explores femininity and the body as a sharp territory, crossed by the tension between desire and imposition. Through symbolic, sound and visual saturation, the film acts from pleasure (plaisir), revealing a liberation that emerges in the midst of excess, where intensity and lightness, dark and light, intertwine, collide and converge.",en,https://www.themoviedb.org/movie/1451357,N/A,Everyone
V odmevu nekega stranišča,1456487,2025-03-20,0,"Documentary, Music",,sl,https://www.themoviedb.org/movie/1456487,N/A,Everyone
Bonkers,1454649,2025-03-20,10,"Adventure, Comedy","When a spacey-teenager notices a storefront-psychic, she convinces her cautious friend into getting a reading together. Quickly their fortune turns as they attempt to land the gig of a lifetime.",en,https://www.themoviedb.org/movie/1454649,N/A,Everyone
Sonho e Glória: Os 100 anos do Ypiranga,1447849,2025-03-20,0,Documentary,,pt,https://www.themoviedb.org/movie/1447849,N/A,Everyone
Inhabit the Shadow,1446965,2025-03-20,0,Documentary,"At the end of the day, rain falls over the city of La Plata. Early morning workers begin their shift without surprises. However, the wounds of the flood dampen during stormy nights. Tasks and rituals persist, awaiting something to happen: dawn or a break in the rain.",es,https://www.themoviedb.org/movie/1446965,N/A,Everyone
Vinilo,1445179,2025-03-20,0,,"Amid her struggle with a devastating illness, a courageous mother with deep secrets and experience becomes a beacon of hope for her son. Through a delicate and emotional narrative, music becomes the guide to find the light in the darkness.",es,https://www.themoviedb.org/movie/1445179,N/A,Everyone
Groeipijn,1442204,2025-03-20,7.2,,"During a camping holiday, two 16-year-old boys are confronted with new feelings that put their close friendship to the test. While Oscar tries to connect with a group of older boys and girls, Marlon tries to keep his friend close at all costs.",nl,https://www.themoviedb.org/movie/1442204,N/A,Everyone
W.O.M.B. (Worth of My Body),1440906,2025-03-20,0,,"Becoming a mother brings many changes: the relationship to your body, to time and material things, to the sense of identity and heritage. Dancer, choreographer and artist Julienne Doko invites us to reflect on the body’s ability to change through the different cultural perceptions of motherhood in a performative work that celebrates the body that bears signs of having created life. In English, the term ‘stretch mark’ shows a negative assessment of body changes. In Doko’s native language, Gbaya from the Central African Republic, the marks are called ‘ancestral tattoo’, a word charged with pride in the continuation and transmission of life.",en,https://www.themoviedb.org/movie/1440906,N/A,Everyone
4.48 Dysphoria,1440776,2025-03-20,6,,4.48 Dysphoria examines the pathologization of gender nonconformity and the intersections between mental illness and queerness.,en,https://www.themoviedb.org/movie/1440776,N/A,Everyone
Loud and Cleo !,1425829,2025-03-20,3,,Cleo seeks refuge from a hostile school environment in a glitter ball fantasy make believe world... and the boys toilets. Little does she know that someone else is hiding there too.,en,https://www.themoviedb.org/movie/1425829,N/A,Everyone
Hard Luck,1414523,2025-03-20,0,Drama,A gambling addict comes to terms with his obsession.,en,https://www.themoviedb.org/movie/1414523,N/A,Everyone
Final scene,1451101,2025-03-20,0,"Science Fiction, Drama, Horror","This short film tells the story of a generated artificial intelligence against a human writer. The short represents an experimental attempt to use AI throughout the entire short film making process, from pre-production to post-production.",ko,https://www.themoviedb.org/movie/1451101,N/A,Everyone
Heroic Dose,1453439,2025-03-20,0,Comedy,"One man’s psychedelic-induced mystical journey exploring the ego mind, “reality” and the cosmic joke of the human experience.",en,https://www.themoviedb.org/movie/1453439,N/A,Everyone
The Hot Spot,1453424,2025-03-20,0,,Lorna's mission to get her Dad's memorial bench moved from its current location: a hot spot for doggers.,en,https://www.themoviedb.org/movie/1453424,N/A,Everyone
ILOVERUSS,1441883,2025-03-20,0,"Documentary, Drama","20 years ago, a budding filmmaker met a Hollywood extra on a film set. Together they created a fantasy world in the shadow of the glitzy parts of Los Angeles. A sanctuary away from the bustle of modern life.  Neither fiction nor reality, but both at the same time.",en,https://www.themoviedb.org/movie/1441883,N/A,Everyone
PAAT,1447923,2025-03-20,0,"Drama, Thriller",A young man who is looking for his fate...,en,https://www.themoviedb.org/movie/1447923,N/A,Everyone
"So Beautiful, Wonderful and Lovely",1447896,2025-03-20,0,"Drama, Comedy","School cleaner Nozomi Haruta was happy. She was supposed to marry her partner, her beloved, her soulmate, the handsome teacher Chitose Yokomizo, but when he secretly marries someone else, he ruins her dreams and breaks her heart. Also, maybe her mind? Seized by desperation, Nozomi photobombs his big wedding photograph by replacing the bride, steals the camera, and makes a run for it! Headlong into the path of a courier carrying Castella cakes! When she wakes up, she sees Chitose hovering over her, only it’s not him, but a being who calls himself Castella (as in the cake). For the next two weeks (the expiration date for the cakes), he will be Nozomi’s cake-based companion and help her get over her despair.",ja,https://www.themoviedb.org/movie/1447896,N/A,Everyone
Eiga Oshiri Tantei: Star and Moon,1406240,2025-03-20,7.5,,"Story begins when Koala asks Butt Detective to find a missing relative who disappeared from an idol contest. The case takes Butt Detective to Stardust Island, the site of the contest, and also the home of the international criminal organization Phantom Thief Academy, headed by Phantom Thief G. Here, the organization advances its secret conspiracy, codenamed the Dark Age Plan. Butt Detective enters Stardust Island under the guise of an idol. At the same time, he joins forces with Phantom Thief U, who is out to steal back the valuable Moonlight Stone from Phantom Thief G. The story will also reveal more about Brown's past.",ja,https://www.themoviedb.org/movie/1406240,N/A,Everyone
Traces of Movement Before the Ice,1233298,2025-03-20,0,Documentary,"Twenty years after Swiss publishing house Pendo closed its doors, the descendants of its founders repeatedly circle, examine and lose sight of its legacy. Frölke’s film gives structure to this archive via media experimentation.",de,https://www.themoviedb.org/movie/1233298,N/A,Everyone
